temperature_c,vibration,humidite_pct,pression_bar,heures_utilisation_jour,nb_alertes_7j,derniere_maintenance_jours,nb_interventions_12m,consommation_kwh_j,indice_usure,site,equipement_type,panne_30j,outlier_flag
56.28,1.35,39.02,5.01,3.54,12.0,185.0,17.0,462.80128,98.02,B,compresseur,0,False
71.56,12.06,60.89,8.08,21.12,9.0,110.0,10.0,609.948953,96.96,C,convoyeur,0,False
73.66,11.95,57.24,2.66,1.74,10.0,624.0,1.0,613.470934,77.81,C,compresseur,0,False
67.36,2.13,12.45,3.16,19.95,4.0,172.0,3.0,678.40488,7.83,B,compresseur,0,False
78.3,7.08,75.28,8.15,17.19,5.0,390.0,16.0,743.418746,97.98,B,compresseur,0,False
89.42,15.64,38.78,5.11,2.65,22.0,369.0,17.0,648.303976,75.42,C,convoyeur,1,False
46.69,0.76,32.39,8.94,13.3,2.0,147.0,10.0,282.472077,75.46,C,convoyeur,0,False
36.04,4.74,10.86,9.27,8.57,11.0,569.0,0.0,230.383695,65.46,B,convoyeur,0,False
87.99,14.79,91.88,4.05,13.72,2.0,303.0,11.0,340.173352,89.01,B,compresseur,1,False
83.58,4.37,49.97,5.43,20.51,6.0,219.0,0.0,595.901725,76.05,C,compresseur,0,False
35.94,17.55,20.65,5.53,7.88,20.0,622.0,2.0,316.96566,75.98,B,pompe,0,False
93.18,4.54,76.6,1.34,12.57,14.0,552.0,10.0,826.459494,46.8,B,compresseur,0,False
91.84,6.57,78.65,4.13,12.36,2.0,714.0,3.0,131.795358,37.92,B,pompe,0,False
80.44,11.17,48.7,8.77,19.52,3.0,202.0,3.0,310.639795,97.59,A,pompe,1,False
77.15,18.17,82.22,5.82,18.15,21.0,694.0,16.0,0.0,89.56,C,compresseur,1,False
36.57,0.28,57.17,4.68,2.05,20.0,536.0,3.0,676.386298,15.22,C,pompe,0,False
59.78,10.89,82.86,8.42,21.43,0.0,370.0,10.0,130.503992,71.09,C,compresseur,0,False
56.22,4.89,45.84,2.24,17.15,2.0,543.0,15.0,380.639232,28.35,B,compresseur,0,False
59.2,11.44,19.41,2.71,5.22,22.0,15.0,7.0,497.425889,35.09,B,pompe,0,False
38.52,8.52,33.62,5.28,14.38,22.0,481.0,1.0,315.647883,80.89,C,pompe,1,False
57.96,9.92,61.38,4.38,6.22,15.0,656.0,17.0,187.924701,10.71,C,convoyeur,0,False
53.0,12.92,20.04,1.27,0.53,15.0,230.0,13.0,915.761478,84.35,C,pompe,1,False
82.74,9.64,84.03,5.13,1.71,24.0,14.0,7.0,301.216495,72.37,A,pompe,0,False
49.81,14.89,22.21,9.49,16.62,5.0,487.0,3.0,497.970101,74.45,B,compresseur,0,False
41.08,2.29,83.23,4.96,15.28,19.0,303.0,5.0,0.0,60.14,A,compresseur,0,False
45.09,17.52,31.89,7.84,14.5,25.0,401.0,4.0,132.381391,49.31,A,convoyeur,0,False
76.36,11.71,91.07,4.89,1.31,7.0,346.0,8.0,839.72632,19.3,A,compresseur,0,False
58.06,5.63,89.64,7.57,4.48,3.0,628.0,17.0,196.924534,17.73,A,convoyeur,0,False
60.41,13.55,79.1,4.64,9.79,16.0,315.0,11.0,801.501027,70.53,C,convoyeur,0,False
50.11,9.1,80.35,5.04,1.49,7.0,486.0,4.0,598.881186,0.82,C,compresseur,0,False
46.66,12.43,82.36,6.43,3.46,2.0,424.0,9.0,1115.274557,43.8,B,compresseur,0,False
48.34,7.2,71.83,1.8,3.28,6.0,554.0,13.0,116.348944,61.39,B,convoyeur,0,False
75.4,5.93,44.58,9.06,20.15,14.0,114.0,13.0,437.739802,71.49,A,pompe,0,False
50.07,4.83,41.56,5.34,4.56,6.0,45.0,3.0,744.655594,24.82,A,pompe,0,False
67.41,9.51,23.03,3.09,2.1,16.0,242.0,10.0,409.634058,15.7,C,pompe,0,False
58.03,3.07,47.88,8.15,12.64,21.0,350.0,5.0,650.985068,38.76,B,compresseur,0,False
54.76,2.35,27.34,8.93,4.13,3.0,562.0,6.0,642.156745,73.67,B,convoyeur,0,False
47.26,17.32,28.72,5.63,5.67,10.0,93.0,0.0,213.678353,74.77,B,pompe,0,False
54.45,10.93,37.2,1.06,15.27,24.0,142.0,5.0,294.641196,72.14,A,compresseur,1,False
47.8,13.29,35.72,2.2,13.84,23.0,164.0,8.0,611.760563,53.18,A,convoyeur,0,False
57.77,4.3,66.94,8.55,4.34,14.0,77.0,2.0,764.337025,61.53,B,compresseur,0,False
48.23,16.07,34.84,8.27,5.11,9.0,724.0,5.0,776.050963,25.39,C,pompe,1,False
59.94,2.93,45.89,8.62,3.35,25.0,174.0,0.0,16.235525,31.29,A,convoyeur,0,False
51.17,3.8,12.39,3.93,13.87,24.0,270.0,6.0,559.791768,67.75,C,compresseur,0,False
54.41,6.02,51.71,7.67,12.47,2.0,601.0,17.0,264.200741,30.54,B,convoyeur,0,False
86.85,15.96,37.56,6.5,7.82,8.0,250.0,15.0,0.0,35.41,A,convoyeur,1,False
48.01,17.39,80.17,2.51,6.55,24.0,345.0,5.0,88.851192,62.76,A,pompe,0,False
90.16,0.31,10.86,7.46,16.16,16.0,290.0,7.0,168.980038,3.73,C,compresseur,0,False
78.69,5.36,27.92,9.35,4.68,17.0,142.0,6.0,424.900528,34.46,A,compresseur,0,False
76.39,12.1,88.25,3.81,10.49,8.0,22.0,0.0,68.1403,73.26,B,convoyeur,0,False
48.9,5.07,89.94,6.16,13.77,18.0,697.0,7.0,713.354041,97.99,B,compresseur,0,False
44.26,12.81,40.2,7.15,14.35,5.0,166.0,1.0,527.261089,28.98,C,convoyeur,0,False
60.35,4.59,11.16,8.43,1.23,6.0,350.0,16.0,0.0,21.89,C,pompe,0,False
68.11,5.92,51.67,8.09,7.22,6.0,125.0,2.0,503.47155,26.68,B,pompe,0,False
86.34,13.42,77.47,3.92,10.02,23.0,370.0,5.0,310.934593,79.65,A,pompe,0,False
77.53,15.52,68.76,8.86,15.68,18.0,9.0,3.0,528.821799,11.12,B,pompe,1,False
90.89,7.72,47.49,8.44,14.47,2.0,194.0,2.0,719.899097,27.94,C,compresseur,1,False
94.14,17.2,19.86,7.62,1.32,25.0,641.0,13.0,376.836719,88.7,B,convoyeur,1,False
68.9,4.29,30.26,2.94,17.21,15.0,26.0,18.0,872.695011,30.08,A,pompe,0,False
88.37,5.78,49.38,4.56,7.19,6.0,322.0,11.0,648.344602,51.53,B,compresseur,0,False
56.82,10.26,26.55,7.96,8.19,9.0,268.0,11.0,226.036212,73.03,C,pompe,0,False
72.83,3.19,78.97,3.95,10.0,4.0,97.0,9.0,525.981854,72.1,B,pompe,0,False
52.77,2.4,26.72,4.12,7.17,8.0,570.0,4.0,341.656801,12.07,A,pompe,0,False
77.75,9.13,75.54,8.81,12.21,7.0,59.0,4.0,741.500833,84.43,B,compresseur,1,False
91.18,14.72,69.39,0.81,13.65,4.0,708.0,12.0,627.43648,99.64,C,pompe,1,False
71.85,9.58,41.88,7.6,9.09,14.0,758.32,15.0,845.611872,45.9,C,pompe,0,False
74.84,15.66,27.82,8.96,9.72,9.0,131.0,2.0,439.997395,87.41,A,compresseur,1,False
59.41,4.0,59.3,8.51,15.33,23.0,14.0,11.0,677.328177,58.11,A,convoyeur,0,False
75.35,11.06,13.53,8.17,18.09,2.0,635.0,12.0,845.841826,39.27,C,pompe,0,False
69.66,3.33,63.91,4.84,21.39,0.0,85.0,17.0,91.672923,42.89,A,convoyeur,0,False
53.45,16.15,60.34,7.42,14.03,14.0,18.0,16.0,476.808162,91.85,B,compresseur,1,False
64.92,10.49,61.34,6.21,8.22,15.0,88.0,1.0,515.286859,53.38,A,pompe,0,False
84.93,6.51,78.65,3.34,11.91,19.0,462.0,7.0,778.32758,45.96,C,convoyeur,0,False
50.9,1.16,46.2,6.05,3.28,16.0,147.0,10.0,612.9125,81.28,C,convoyeur,0,False
88.47,4.07,83.46,4.37,15.03,0.0,380.0,5.0,622.76662,13.17,B,convoyeur,0,False
70.21,11.47,24.8,9.22,7.98,3.0,369.0,1.0,602.087872,57.98,C,convoyeur,0,False
56.55,17.06,20.39,5.34,17.02,25.0,357.0,7.0,788.493258,63.91,B,convoyeur,0,False
70.03,4.34,72.68,6.52,14.26,19.0,136.0,9.0,662.065947,70.46,A,pompe,0,False
73.6,4.13,72.7,8.31,19.4,18.0,700.0,8.0,791.729485,6.36,C,compresseur,0,False
72.4,7.61,70.79,4.37,2.57,20.0,708.0,12.0,858.241962,51.46,C,convoyeur,0,False
84.36,7.71,80.47,6.12,13.69,24.0,82.0,6.0,295.610481,79.18,A,compresseur,0,False
54.87,15.2,49.94,6.74,17.62,3.0,674.0,12.0,0.0,14.61,A,convoyeur,0,False
71.3,13.25,50.4,5.11,2.76,17.0,484.0,7.0,158.00191,16.15,B,compresseur,0,False
41.04,13.47,87.02,7.85,13.87,9.0,302.0,5.0,615.529838,84.77,B,compresseur,0,False
62.95,4.8,15.68,7.59,21.4,22.0,193.0,14.0,375.286066,73.22,B,pompe,0,False
94.04,3.37,61.12,1.17,18.42,19.0,25.0,4.0,122.451318,23.9,B,convoyeur,0,False
65.72,14.56,56.27,7.42,3.65,3.0,406.0,9.0,581.325929,63.38,B,compresseur,1,False
86.27,5.05,87.08,9.41,15.22,0.0,33.0,10.0,287.592721,89.83,B,pompe,0,False
63.66,4.17,75.5,3.15,3.48,23.0,24.0,7.0,216.327333,94.9,B,compresseur,0,False
80.04,1.83,88.29,1.46,3.52,5.0,363.0,0.0,59.945988,58.98,C,compresseur,0,False
92.73,13.6,34.89,7.72,9.91,11.0,248.0,6.0,370.614387,36.93,A,convoyeur,1,False
58.2,16.48,50.27,4.7,19.18,5.0,315.0,8.0,720.815145,90.74,C,pompe,1,False
55.25,6.74,49.69,3.06,2.17,2.0,711.0,7.0,249.70267,21.94,A,compresseur,0,False
44.28,8.6,52.68,1.46,17.16,17.0,531.0,8.0,482.210285,78.74,C,compresseur,0,False
53.29,6.71,81.07,3.56,7.4,16.0,556.0,12.0,236.389858,55.64,A,convoyeur,0,False
90.93,4.4,19.77,6.57,14.72,11.0,527.0,10.0,43.541168,51.8,A,pompe,0,False
70.23,13.59,57.94,6.63,9.94,23.0,460.0,7.0,0.0,21.53,C,pompe,0,False
59.91,5.43,62.53,4.54,21.98,3.0,549.0,14.0,517.249898,80.17,B,convoyeur,0,False
61.63,17.9,70.38,1.83,5.06,25.0,535.0,9.0,192.172702,25.93,C,convoyeur,0,False
74.26,5.03,39.35,3.75,10.3,0.0,590.0,4.0,716.001933,25.87,C,pompe,0,False
70.85,10.6,86.46,5.92,3.94,9.0,160.0,13.0,0.0,2.32,C,pompe,0,False
54.22,6.24,26.49,1.99,8.67,9.0,435.0,2.0,298.586272,71.4,A,compresseur,0,False
43.87,9.84,18.97,5.46,7.54,19.0,8.0,15.0,213.934263,81.89,C,convoyeur,0,False
54.13,3.52,47.7,4.65,11.62,16.0,641.0,0.0,515.916214,81.55,C,pompe,0,False
50.81,16.18,83.6,3.24,1.02,19.0,451.0,4.0,696.521273,53.88,A,pompe,0,False
84.68,1.42,73.39,4.48,8.1,11.0,89.0,6.0,137.592677,2.57,A,compresseur,0,False
60.49,55.72,24.41,5.72,17.99,25.0,138.0,4.0,378.899303,77.09,C,compresseur,0,True
51.52,3.38,89.74,5.36,6.71,23.0,635.0,3.0,183.0824,49.34,A,convoyeur,0,False
77.35,1.66,74.05,5.09,12.33,9.0,30.0,10.0,617.238684,8.19,A,pompe,0,False
74.92,18.11,23.53,8.96,11.4,22.0,70.0,5.0,463.724951,91.76,B,compresseur,0,False
83.92,7.48,20.65,2.2,4.07,13.0,346.0,6.0,183.041877,62.69,C,pompe,0,False
77.14,12.88,49.77,7.46,8.4,2.0,472.0,9.0,205.300865,83.94,B,convoyeur,0,False
52.21,13.62,51.97,2.95,13.24,12.0,373.0,14.0,230.224723,47.84,C,convoyeur,1,False
62.18,0.39,53.7,3.03,19.92,0.0,231.0,5.0,216.071115,79.56,A,pompe,1,False
69.46,16.8,12.11,6.48,6.36,25.0,430.0,5.0,762.456404,42.54,A,compresseur,0,False
84.54,7.18,65.05,6.38,5.85,22.0,396.0,6.0,543.918677,23.42,B,compresseur,0,False
35.47,18.38,65.3,8.82,14.47,1.0,148.0,16.0,461.682058,34.12,B,convoyeur,1,False
61.88,16.81,48.97,1.95,3.15,4.0,165.0,13.0,831.747869,65.26,B,pompe,0,False
58.97,13.38,56.05,3.46,20.8,17.0,69.0,4.0,745.574566,5.53,A,pompe,0,False
63.56,15.05,84.29,4.14,13.98,25.0,167.0,18.0,626.838177,76.43,A,convoyeur,0,False
52.48,18.48,74.67,5.21,19.09,11.0,697.0,3.0,208.040487,51.8,C,convoyeur,1,False
94.68,17.24,42.06,4.15,1.91,5.0,541.0,8.0,230.306278,63.03,C,convoyeur,0,False
81.11,9.44,80.67,2.15,21.09,11.0,668.0,13.0,53.431326,84.58,B,compresseur,0,False
72.58,9.05,46.68,2.08,14.99,23.0,436.0,9.0,45.573336,58.6,C,compresseur,1,False
90.7,11.21,22.72,5.9,12.34,9.0,409.0,12.0,490.207375,78.28,C,convoyeur,1,False
66.85,21.97,90.8,3.19,8.46,18.0,710.0,4.0,321.989113,66.98,C,compresseur,0,False
75.72,8.54,27.21,4.6,21.32,19.0,155.0,8.0,660.540399,99.14,A,compresseur,0,False
67.77,3.85,85.14,1.57,13.77,1.0,552.0,16.0,16.559017,71.68,C,convoyeur,0,False
90.93,6.88,15.1,5.83,21.09,17.0,452.0,3.0,100.31605,0.8,B,pompe,1,False
77.0,3.0,52.48,6.33,6.21,21.0,547.0,10.0,0.0,19.35,C,compresseur,0,False
64.16,10.05,52.69,6.16,11.55,17.0,181.0,7.0,86.090326,36.79,A,pompe,0,False
48.88,0.93,51.97,2.0,13.35,23.0,693.0,18.0,386.468202,0.03,C,pompe,0,False
49.34,17.68,43.27,2.16,21.78,13.0,538.0,16.0,858.543195,55.16,B,compresseur,0,False
67.42,13.94,76.42,5.93,9.88,16.0,521.0,16.0,640.193676,44.99,C,pompe,0,False
71.19,17.55,73.95,8.6,21.05,12.0,615.0,7.0,780.919499,69.41,C,convoyeur,0,False
38.51,17.36,60.39,7.04,3.86,17.0,173.0,5.0,161.779215,71.89,C,convoyeur,1,False
52.78,1.65,73.85,6.23,21.59,15.0,456.0,6.0,159.356318,16.56,C,convoyeur,0,False
77.22,8.07,57.85,5.395,3.41,23.0,329.0,6.0,953.332532,40.33,C,pompe,0,False
38.9,14.49,22.12,6.99,5.41,16.0,31.0,7.0,287.520996,30.21,C,pompe,0,False
93.77,1.7,79.05,3.06,18.36,13.0,508.0,13.0,237.465121,9.06,A,pompe,0,False
90.05,7.29,88.95,9.18,12.34,11.0,197.0,13.0,165.140761,62.89,A,pompe,0,False
81.6,9.22,14.91,5.68,13.53,23.0,693.0,16.0,619.671169,69.47,B,convoyeur,0,False
51.68,13.39,73.25,3.72,21.37,8.0,330.0,5.0,246.82611,97.56,C,convoyeur,0,False
77.04,12.78,58.28,6.31,17.9,25.0,423.0,4.0,939.710385,42.72,B,pompe,0,False
41.0,3.7,52.11,2.05,21.25,6.0,444.0,2.0,570.516279,47.44,B,convoyeur,0,False
79.98,8.46,89.63,7.15,3.46,11.0,439.0,5.0,765.658207,91.37,C,compresseur,0,False
62.89,3.14,68.41,1.89,4.45,13.0,450.0,7.0,332.224792,55.0,B,pompe,0,False
84.69,6.25,26.41,5.97,8.83,18.0,199.0,17.0,0.0,60.02,A,convoyeur,0,False
92.33,18.48,81.05,7.12,14.26,16.0,674.0,2.0,875.853225,67.24,A,convoyeur,1,False
79.67,10.07,46.16,2.0,19.61,17.0,469.0,4.0,461.892913,15.55,A,pompe,0,False
53.31,5.7,55.12,6.19,8.96,2.0,315.0,0.0,222.201696,9.77,C,convoyeur,0,False
57.93,2.48,74.13,5.38,8.68,7.0,352.0,2.0,16.310574,31.27,B,convoyeur,0,False
72.95,3.19,72.26,8.03,6.69,16.0,662.0,17.0,290.913995,11.9,A,convoyeur,0,False
37.31,12.85,64.72,7.9,17.21,20.0,528.0,1.0,159.624382,34.38,C,convoyeur,0,False
47.13,9.57,82.31,1.29,14.17,21.0,575.0,16.0,313.50953,1.61,C,compresseur,0,False
81.66,10.67,39.1,3.45,17.82,17.0,100.0,2.0,350.84818,23.32,B,compresseur,1,False
61.94,0.79,77.14,7.06,7.74,7.0,358.0,15.0,314.113262,47.39,A,pompe,0,False
74.62,7.82,29.11,5.87,18.73,11.0,346.0,2.0,27.295496,57.33,B,pompe,0,False
67.0,18.0,18.08,2.3,13.61,16.0,109.0,16.0,500.153527,55.35,B,compresseur,1,False
68.97,1.58,44.93,3.83,18.3,0.0,374.0,11.0,477.264865,9.7,C,compresseur,0,False
55.5,15.26,48.23,53.49,21.06,3.0,713.0,16.0,621.501213,10.92,A,convoyeur,0,True
75.6,3.48,66.71,3.7,7.26,1.0,521.0,13.0,690.609648,23.83,A,convoyeur,0,False
65.44,1.95,29.27,6.5,12.35,19.0,72.0,8.0,696.135498,81.24,B,convoyeur,1,False
93.42,5.76,31.08,3.62,2.51,23.0,517.0,2.0,647.180585,85.08,B,pompe,0,False
48.23,17.46,90.68,2.98,20.73,16.0,280.0,11.0,294.859003,53.37,C,convoyeur,0,False
75.91,14.4,29.7,2.82,2.93,18.0,592.0,10.0,416.376571,86.93,B,convoyeur,0,False
83.57,1.8,15.97,7.24,10.08,25.0,676.0,11.0,239.906141,55.29,B,pompe,0,False
81.95,6.64,64.13,7.5,14.53,24.0,540.0,2.0,882.426764,3.04,C,convoyeur,0,False
70.88,3.02,74.01,5.395,14.05,0.0,533.0,8.0,707.443061,20.02,A,pompe,0,False
42.41,10.01,90.46,5.58,4.51,10.0,162.0,2.0,741.867114,68.6,A,pompe,0,False
80.11,4.22,11.04,3.59,12.88,22.0,383.0,11.0,211.667565,6.89,B,compresseur,0,False
49.4,16.57,28.62,2.5,21.4,12.0,642.0,2.0,684.760487,5.39,A,pompe,0,False
56.39,2.2,44.88,8.81,7.22,11.0,339.0,17.0,822.628455,12.9,C,pompe,0,False
35.91,13.04,38.32,8.11,17.29,12.0,417.0,2.0,552.547594,90.68,C,convoyeur,0,False
65.88,13.71,42.3,1.01,3.89,4.0,551.0,12.0,238.717458,95.32,C,compresseur,0,False
81.74,7.21,53.61,1.54,16.97,8.0,396.0,8.0,41.848868,81.37,A,convoyeur,0,False
66.85,10.8,29.25,6.49,11.69,18.0,448.0,1.0,463.011202,76.87,C,compresseur,0,False
93.15,15.26,14.52,6.34,13.41,24.0,376.0,17.0,347.174047,22.98,A,pompe,0,False
87.36,5.29,88.84,5.97,2.02,8.0,382.0,4.0,338.753134,51.6,C,convoyeur,0,False
56.25,0.7,38.58,5.07,7.92,15.0,427.0,3.0,777.028035,7.55,A,compresseur,0,False
37.24,15.34,80.07,6.68,0.85,25.0,471.0,13.0,187.95617,53.61,C,convoyeur,0,False
70.79,7.79,35.81,4.86,21.05,6.0,709.0,1.0,142.504164,31.82,B,convoyeur,0,False
44.21,4.68,21.22,2.55,20.37,1.0,27.0,5.0,511.02038,98.12,B,compresseur,1,False
87.87,10.61,66.55,8.96,10.96,16.0,336.0,14.0,106.884949,23.53,A,compresseur,0,False
76.36,15.04,15.56,8.95,9.32,10.0,16.0,1.0,193.778873,39.12,C,compresseur,1,False
69.85,13.3,23.23,8.82,20.69,25.0,341.0,10.0,205.689142,41.57,A,convoyeur,0,False
90.53,1.68,64.18,7.44,14.91,21.0,116.0,3.0,628.961504,91.52,C,pompe,0,False
52.41,13.55,79.55,4.55,6.84,1.0,608.0,14.0,483.360419,52.33,B,compresseur,0,False
85.88,17.15,51.05,8.82,17.57,13.0,523.0,2.0,538.379396,80.69,C,convoyeur,1,False
76.25,7.56,28.55,1.93,9.99,4.0,482.0,12.0,753.285695,21.41,C,convoyeur,0,False
62.29,15.28,34.71,3.31,4.29,5.0,370.0,11.0,922.67652,26.84,A,pompe,1,False
77.2,6.54,10.2,2.86,1.23,21.0,232.0,17.0,307.108587,50.6,B,pompe,0,False
57.61,12.71,34.96,1.13,9.81,25.0,717.0,13.0,744.703127,20.43,A,convoyeur,0,False
85.7,1.79,43.69,6.84,19.22,12.0,612.0,0.0,306.204503,16.32,B,compresseur,0,False
71.55,3.96,46.36,7.24,7.42,13.0,389.0,1.0,577.04551,30.07,B,compresseur,0,False
88.27,0.5,43.33,2.58,18.23,2.0,273.0,1.0,346.555121,6.09,A,compresseur,1,False
92.87,13.32,63.7,9.03,21.7,17.0,109.0,12.0,350.0175,93.37,C,compresseur,0,False
65.8,11.39,47.44,9.09,21.66,5.0,453.0,18.0,150.2295,69.25,A,compresseur,0,False
59.09,4.02,30.75,4.22,20.69,25.0,407.0,14.0,688.31047,80.87,C,pompe,1,False
55.6,1.02,11.99,4.13,3.37,6.0,463.0,16.0,359.159586,88.19,C,compresseur,0,False
88.91,11.91,55.84,4.24,13.11,5.0,403.0,1.0,550.913674,33.88,B,convoyeur,0,False
35.44,17.74,40.02,1.25,11.19,25.0,240.0,4.0,666.605008,16.67,C,convoyeur,1,False
59.24,6.26,82.5,6.89,10.95,8.0,82.0,18.0,344.653848,13.78,A,compresseur,0,False
65.58,5.33,90.34,4.73,11.37,6.0,616.0,5.0,501.717954,79.18,C,compresseur,0,False
84.68,16.36,85.17,2.88,10.04,15.0,248.0,11.0,563.130369,29.51,A,pompe,1,False
84.38,3.64,30.32,7.97,5.85,24.0,339.0,4.0,25.589399,84.38,B,convoyeur,0,False
67.01,17.97,60.64,5.02,14.76,22.0,183.0,16.0,422.552431,67.86,A,compresseur,1,False
82.85,7.14,76.4,4.85,13.67,17.0,338.0,8.0,811.767919,68.94,A,convoyeur,0,False
86.29,18.27,78.78,7.86,20.74,6.0,470.0,6.0,401.069792,65.35,A,pompe,1,False
77.47,18.41,52.63,1.54,11.28,2.0,323.0,4.0,417.992411,3.82,C,compresseur,1,False
52.22,10.76,10.3,1.13,17.92,11.0,499.0,1.0,650.333928,83.08,A,pompe,0,False
92.2,4.54,38.41,3.62,7.4,18.0,235.0,9.0,429.573839,18.01,C,convoyeur,0,False
57.21,46.23,45.83,8.78,7.3,18.0,236.0,7.0,551.04271,51.8,B,compresseur,0,True
85.39,9.89,16.71,5.59,9.99,14.0,251.0,16.0,596.514646,37.58,A,compresseur,0,False
57.98,2.91,16.28,5.44,17.53,5.0,338.0,0.0,374.350151,87.05,A,compresseur,0,False
88.92,1.61,50.47,5.49,15.91,0.0,534.0,15.0,205.886448,70.52,C,convoyeur,0,False
57.39,5.01,76.62,4.75,6.41,23.0,177.0,3.0,777.166181,41.32,C,pompe,0,False
52.74,5.12,50.4,8.65,17.3,13.0,587.0,8.0,115.55143,89.46,A,compresseur,0,False
42.09,12.06,23.45,7.95,15.34,6.0,351.0,6.0,76.499122,56.11,C,pompe,1,False
79.33,6.86,65.39,8.08,4.63,7.0,126.0,18.0,229.234682,63.78,C,compresseur,1,False
54.32,2.15,63.86,1.87,21.86,12.0,301.0,4.0,209.774557,93.24,B,convoyeur,0,False
83.93,17.98,50.46,3.28,13.36,23.0,582.0,13.0,117.963702,93.22,B,compresseur,0,False
88.6,10.34,56.46,7.51,4.07,22.0,88.0,10.0,882.380764,10.61,B,compresseur,1,False
64.26,16.62,45.5,5.85,10.27,6.0,594.0,14.0,728.085401,79.89,C,convoyeur,1,False
70.77,18.41,88.69,7.6,18.73,0.0,665.0,13.0,545.614449,84.34,B,convoyeur,0,False
39.53,9.47,81.24,4.6,3.66,13.0,612.0,2.0,310.746446,2.4,C,convoyeur,0,False
89.91,7.39,62.64,1.62,17.88,20.0,718.0,3.0,122.494297,2.75,C,pompe,0,False
84.9,8.83,19.08,6.03,19.55,3.0,24.0,0.0,195.537413,41.42,C,convoyeur,0,False
79.31,4.03,24.05,2.9,13.49,12.0,121.0,13.0,113.829171,76.8,B,pompe,0,False
36.64,12.42,82.85,7.4,18.36,17.0,154.0,8.0,291.149393,93.73,B,convoyeur,0,False
43.21,4.94,19.34,1.81,4.33,20.0,89.0,11.0,676.090502,82.44,A,compresseur,0,False
81.12,10.35,85.71,5.23,14.22,19.0,187.0,10.0,249.883059,51.07,C,convoyeur,0,False
81.63,2.34,50.56,6.82,15.16,21.0,559.0,18.0,233.091355,26.73,B,compresseur,0,False
72.8,14.52,62.5,3.39,5.87,11.0,179.0,12.0,568.242419,94.56,C,pompe,0,False
70.66,17.32,63.84,4.56,18.13,18.0,313.0,13.0,802.758511,14.87,C,convoyeur,1,False
47.31,1.52,28.79,7.23,8.94,15.0,478.0,12.0,696.632162,25.6,C,convoyeur,0,False
65.48,13.77,33.48,1.48,15.03,5.0,270.0,11.0,561.141154,83.86,A,pompe,0,False
68.36,15.9,63.22,4.41,14.15,1.0,57.0,10.0,467.711966,93.79,B,convoyeur,0,False
77.59,17.84,39.12,5.62,4.22,12.0,636.0,14.0,146.687803,92.0,C,compresseur,0,False
42.19,12.72,20.34,3.12,16.89,24.0,148.0,3.0,241.607016,82.49,C,pompe,0,False
72.29,5.67,28.83,5.58,19.18,12.0,16.0,11.0,670.506141,76.1,A,compresseur,0,False
80.95,0.52,73.68,6.5,10.82,11.0,239.0,11.0,545.525242,46.3,A,pompe,0,False
40.71,10.29,21.11,7.98,5.25,3.0,193.0,10.0,605.220484,15.9,C,pompe,0,False
82.13,2.77,26.36,4.29,7.62,16.0,509.0,4.0,230.356713,98.96,C,pompe,0,False
41.74,0.97,91.37,7.03,1.77,0.0,401.0,3.0,500.824027,76.62,C,compresseur,0,False
79.84,7.82,73.39,2.14,14.36,15.0,297.0,9.0,685.116501,11.7,A,convoyeur,0,False
79.18,5.32,61.26,3.39,20.95,12.0,691.0,7.0,727.526118,69.25,B,convoyeur,0,False
84.71,2.84,68.01,7.7,21.15,1.0,256.0,0.0,26.872551,84.43,B,convoyeur,0,False
43.22,6.75,17.61,6.45,6.66,2.0,580.0,2.0,356.443439,86.23,C,pompe,0,False
35.63,14.58,42.0,7.44,10.68,13.0,488.0,16.0,466.190645,35.94,B,pompe,0,False
75.24,8.04,88.44,6.68,5.41,20.0,470.0,0.0,317.400781,86.67,C,compresseur,0,False
94.34,5.3,27.33,5.32,12.15,10.0,80.0,16.0,717.123638,74.32,A,pompe,0,False
46.38,12.06,38.91,8.13,12.87,19.0,380.0,8.0,332.280696,78.91,A,compresseur,1,False
50.18,13.87,15.07,5.85,18.65,9.0,240.0,0.0,575.08983,45.32,B,compresseur,1,False
77.6,16.25,19.28,5.1,1.38,21.0,342.0,9.0,334.82313,68.84,C,compresseur,0,False
56.51,6.86,50.38,4.84,17.66,10.0,693.0,3.0,942.666546,55.11,C,pompe,0,False
49.74,6.61,62.97,5.43,13.55,0.0,391.0,7.0,315.327224,61.69,B,compresseur,0,False
60.11,8.67,51.65,6.38,13.24,17.0,388.0,12.0,482.212517,41.9,B,convoyeur,1,False
67.6,12.39,36.05,3.79,15.28,16.0,351.0,8.0,426.598454,29.06,B,convoyeur,0,False
67.68,6.13,75.52,5.33,4.94,6.0,190.0,14.0,370.223304,28.0,A,convoyeur,0,False
86.8,5.21,50.4,9.11,6.76,12.0,577.0,9.0,1047.560946,94.72,A,compresseur,0,False
43.65,4.88,13.95,6.98,12.42,2.0,484.0,15.0,201.677194,81.52,B,convoyeur,0,False
80.11,16.08,69.52,8.9,7.22,12.0,587.0,8.0,485.266774,68.75,B,compresseur,0,False
78.62,10.14,85.0,5.395,14.71,2.0,209.0,0.0,598.655028,17.4,A,convoyeur,0,False
62.35,15.96,42.26,5.03,8.24,18.0,38.0,16.0,768.353718,22.99,C,convoyeur,0,False
92.53,7.68,63.38,1.21,11.59,6.0,2.0,10.0,382.92312,64.21,B,pompe,1,False
80.74,8.06,67.53,3.59,14.55,19.0,590.0,15.0,208.020622,63.12,A,convoyeur,0,False
